timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1685897962.57984304,164634120,0.6532385349273682,0.0,0.6340159177780151,0.5,-8.116716384887695,-8.161566734313965,-8.279411315917969,9.98,9.88,0.0,25,13
1685897962.67980313,164734080,0.6482895016670227,0.0,0.6472668051719666,0.5,-8.105297088623047,-8.164103507995605,-8.192620277404785,9.98,9.89,0.0,28,18
1685897962.78059602,164834873,0.6199855208396912,0.0,0.637549877166748,0.5,-8.094239234924316,-8.153950691223145,-8.270576477050781,9.98,9.88,0.0,28,23
1685897962.88055611,164934833,0.5960740447044373,0.0,0.6134321689605713,0.5,-8.083674430847168,-8.13743782043457,-8.14587116241455,9.98,9.88,0.0,26,24
1685897962.98051596,165034793,0.5675318837165833,0.0,0.5912020802497864,0.5,-8.073446273803711,-8.1160249710083,-8.25494384765625,9.98,9.870000000000001,0.0,22,24
1685897963.08047605,165134753,0.5466310381889343,0.0,0.5630437135696411,0.5,-8.06347370147705,-8.095645904541016,-7.962491035461426,9.98,9.84,0.0,19,22
1685897963.18043613,165234713,0.5096422433853149,0.0,0.5427107214927673,0.5,-8.053606986999512,-8.069847106933594,-8.095625877380371,9.98,9.81,0.0,14,20
1685897963.28039598,165334673,0.42836275696754456,0.0,0.4883129596710205,0.5,-8.04365348815918,-8.041634559631348,-8.051043510437012,9.98,9.790000000000001,0.0,9,18
1685897963.38035607,165434633,0.3769388794898987,0.0,0.4190370738506317,0.5,-8.033409118652344,-8.015291213989258,-8.049019813537598,9.98,9.75,0.0,5,16
1685897963.48031616,165534593,0.39308732748031616,0.0,0.3963330388069153,0.5,-8.0226469039917,-7.992920875549316,-7.987612247467041,9.98,9.72,0.0,2,12
1685897963.58027601,165634553,0.4115212559700012,0.0,0.404358834028244,0.5,-8.01114273071289,-7.974169731140137,-8.042737007141113,9.98,9.700000000000001,0.0,0,8
1685897963.68023610,165734513,0.4376969635486603,0.0,0.420579195022583,0.5,-7.998721122741699,-7.960240840911865,-7.870715141296387,9.98,9.68,0.0,1,6
1685897963.78019595,165834473,0.45161712169647217,0.0,0.4442690908908844,0.5,-7.9852447509765625,-7.944826602935791,-7.895309925079346,9.98,9.66,0.0,1,5
1685897963.88015604,165934433,0.4375200867652893,0.0,0.44643434882164,0.5,-7.970616340637207,-7.925805568695068,-8.030232429504395,9.98,9.66,0.0,1,6
1685897963.98011613,166034393,0.44799482822418213,0.0,0.44181904196739197,0.5,-7.954809665679932,-7.9107794761657715,-8.077719688415527,9.98,9.66,0.0,3,5
1685897964.08007598,166134353,0.5102468132972717,0.0,0.4697282016277313,0.5,-7.937864303588867,-7.9041571617126465,-8.14445686340332,9.98,9.66,0.0,7,5
1685897964.18003607,166234313,0.6464217901229858,0.0,0.5486104488372803,0.5,-7.919854164123535,-7.90680456161499,-7.813333034515381,9.98,9.64,0.0,14,5
1685897964.27999616,166334273,0.6411043405532837,0.0,0.6343253254890442,0.5,-7.900826454162598,-7.902719497680664,-7.873577117919922,9.98,9.66,0.0,20,9
1685897964.37995601,166434233,0.5886744260787964,0.0,0.615975558757782,0.5,-7.880883693695068,-7.88470983505249,-8.094026565551758,9.98,9.66,0.0,21,16
1685897964.47991610,166534193,0.5877733826637268,0.0,0.5914792418479919,0.5,-7.860144138336182,-7.866883277893066,-8.148542404174805,9.98,9.66,0.0,23,19
1685897964.57987595,166634153,0.6392198801040649,0.0,0.6073817014694214,0.5,-7.838716506958008,-7.857761859893799,-7.998017311096191,9.98,9.64,0.0,27,20
1685897964.67983603,166734113,0.663783848285675,0.0,0.6445279717445374,0.5,-7.816638946533203,-7.8496413230896,-8.12177848815918,9.98,9.63,0.0,32,23
1685897964.77979612,166834073,0.6844286918640137,0.0,0.6647367477416992,0.5,-7.7939133644104,-7.841559410095215,-8.022784233093262,9.98,9.620000000000001,0.0,37,27
1685897964.88058901,166934866,0.6987583041191101,0.0,0.6854280233383179,0.5,-7.770349025726318,-7.832499027252197,-8.032508850097656,9.98,9.620000000000001,0.0,42,31
1685897964.98054910,167034826,0.7069409489631653,0.0,0.698302149772644,0.5,-7.746344566345215,-7.816781044006348,-7.743731498718262,9.98,9.6,0.0,45,35
1685897965.08050895,167134786,0.6785337328910828,0.0,0.6977460384368896,0.5,-7.721694469451904,-7.785098075866699,-7.884316921234131,9.98,9.58,0.0,44,39
1685897965.18046904,167234746,0.6634171605110168,0.0,0.6784296631813049,0.5,-7.696343421936035,-7.74722957611084,-7.850018501281738,9.98,9.55,0.0,41,40
1685897965.28042912,167334706,0.6575247049331665,0.0,0.6661825180053711,0.5,-7.6701979637146,-7.709795951843262,-7.526569843292236,9.98,9.540000000000001,0.0,38,39
1685897965.38038898,167434666,0.613082766532898,0.0,0.647953987121582,0.5,-7.643177032470703,-7.661283493041992,-7.8452653884887695,9.98,9.52,0.0,32,38
1685897965.48034906,167534626,0.6051622629165649,0.0,0.6166196465492249,0.5,-7.615219593048096,-7.619154453277588,-7.69120454788208,9.98,9.52,0.0,29,34
1685897965.58030915,167634586,0.6195209622383118,0.0,0.6160318851470947,0.5,-7.586304187774658,-7.583385944366455,-7.656631946563721,9.98,9.5,0.0,28,31
1685897965.68026900,167734546,0.6298073530197144,0.0,0.6243910193443298,0.5,-7.556422233581543,-7.550558090209961,-7.324251651763916,9.98,9.5,0.0,28,30
1685897965.78022909,167834506,0.5878423452377319,0.0,0.6183114051818848,0.5,-7.525582790374756,-7.505670547485352,-7.401424407958984,9.98,9.49,0.0,25,30
1685897965.88018894,167934466,0.530547559261322,0.0,0.574914813041687,0.5,-7.4938063621521,-7.454324722290039,-7.426689147949219,9.98,9.47,0.0,20,29
1685897965.98014903,168034426,0.4818199872970581,0.0,0.5237115621566772,0.5,-7.461095809936523,-7.405082702636719,-7.511856555938721,9.98,9.47,0.0,16,27
1685897966.08010912,168134386,0.4576599597930908,0.0,0.48153799772262573,0.5,-7.427477836608887,-7.365914344787598,-7.57771110534668,9.98,9.5,0.0,15,24
1685897966.18006897,168234346,0.5214585661888123,0.0,0.4838269352912903,0.5,-7.393082141876221,-7.3405303955078125,-7.4661664962768555,9.98,9.5,0.0,18,22
1685897966.28002906,168334306,0.6564083695411682,0.0,0.5692571997642517,0.5,-7.358055591583252,-7.322315692901611,-7.546371936798096,9.98,9.52,0.0,24,19
1685897966.37998915,168434266,0.6870242357254028,0.0,0.6466732025146484,0.5,-7.322530746459961,-7.310802936553955,-7.451945781707764,9.98,9.52,0.0,32,22
1685897966.47994900,168534226,0.6917741894721985,0.0,0.6769425272941589,0.5,-7.286657810211182,-7.296438217163086,-7.265244960784912,9.98,9.540000000000001,0.0,38,28
1685897966.57990909,168634186,0.6709729433059692,0.0,0.6808544993400574,0.5,-7.250601768493652,-7.267861366271973,-7.333077907562256,9.98,9.56,0.0,41,34
1685897966.67986917,168734146,0.65656578540802,0.0,0.6672912240028381,0.5,-7.214529991149902,-7.231036186218262,-7.188652038574219,9.98,9.59,0.0,41,37
1685897966.77982903,168834106,0.6277471780776978,0.0,0.6489596962928772,0.5,-7.178595066070557,-7.186447620391846,-7.263859272003174,9.98,9.6,0.0,38,38
1685897966.87978911,168934066,0.6111058592796326,0.0,0.6247885227203369,0.5,-7.142962455749512,-7.142210483551025,-7.2416558265686035,9.98,9.620000000000001,0.0,35,37
1685897966.98058200,169034859,0.6101871728897095,0.0,0.6123507618904114,0.5,-7.1074724197387695,-7.10230016708374,-7.245925426483154,9.98,9.63,0.0,33,35
